Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C50837,CENTAUR,$287 ,$60 ,$40 ,$86 ,$240 ,20,108,4,88,3,Magician,8,3,45-55,1,0,4,3,0.2,5,primary,3,,,1,4,,0,85000
C50838,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Director,8,4,25-35,0,1,3,45,0.2,2,primary,,,,2,4,2,0,400000
C50839,CENTAUR,$95 ,$30 ,$36 ,$40 ,$188 ,1,18,1,42,0,Others,8,1,45-55,1,1,1,5,0.2,3,MBA,4,,,,4,,,0
C50840,CENTAUR,$104 ,$62 ,$109 ,$40 ,"$1,378 ",3,58,2,236,0,Others,8,5,18-24,0,0,2,17,0.3,3,primary,3,,,,3,,,0
C50841,CENTAUR,$38 ,$16 ,$25 ,$87 ,$150 ,2,4,0,86,8,Consultant,8,5,55+,1,0,3,1,0.2,1,MBA,1,,,,1,,0,140000
C50842,EBONY,$447 ,$25 ,$274 ,$40 ,$195 ,11,43,17,53,0,Teacher,8,5,25-35,0,1,1,28,0.9,2,primary,,,,6,11,5,0,95000
C50843,EBONY,$181 ,$34 ,$302 ,$169 ,$396 ,9,63,11,225,4,Senior Management,8,4,45-55,1,1,1,42,0.9,5,primary,,,,2,2,,0,206000
C50844,ODYSSEY,$632 ,$57 ,$550 ,$49 ,$286 ,20,72,29,58,1,Senior Management,8,1,25-35,1,0,4,37,0.2,4,MBA,10,,2,,14,2,7,0
C50845,COSMOS,$10 ,$20 ,$40 ,$45 ,$154 ,0,6,8,22,1,Magician,8,3,35-45,0,0,4,45,0.2,1,primary,,,,2,4,2,0,120000
C50846,ODYSSEY,$10 ,$15 ,$25 ,$43 ,$133 ,0,0,0,17,1,Others,8,2,45-55,0,0,4,41,0.5,1,primary,12,,5,1,18,,,0
C50847,COSMOS,$10 ,$15 ,$25 ,$60 ,$144 ,0,0,0,16,1,Director,8,3,55+,0,1,2,48,1,2,primary,,,,6,11,5,0,63668
C50848,COSMOS,$10 ,$25 ,$25 ,$42 ,$206 ,0,24,0,24,1,Middle Management,8,3,25-35,0,0,2,48,0.4,5,primary,14,,,4,29,11,0,85000
C50849,ODYSSEY,$10 ,$16 ,$90 ,$40 ,$138 ,0,3,3,30,0,Magician,8,4,45-55,1,0,2,48,0.6,4,primary,,,,7,10,3,0,32000
C50850,CENTAUR,$202 ,$45 ,$25 ,$42 ,"$1,420 ",8,97,0,318,6,Consultant,8,4,35-45,0,1,3,25,0.8,5,MBA,,,,,1,1,1,0
C50851,CENTAUR,$11 ,$15 ,$25 ,$40 ,$161 ,1,1,0,62,0,Teacher,8,5,35-45,0,1,4,21,0.8,3,primary,2,,,,2,,0,70000
C50852,ODYSSEY,$155 ,$22 ,$25 ,$57 ,$257 ,4,12,0,66,2,Self Employed,8,2,35-45,1,0,1,10,0.8,4,primary,4,,,,4,,0,185000
C50853,ODYSSEY,$11 ,$34 ,$253 ,$98 ,$515 ,1,31,5,234,7,Consultant,8,3,35-45,1,1,2,45,0.4,2,primary,1,,,4,17,12,0,150000
C50854,ODYSSEY,$679 ,$46 ,$229 ,$40 ,$399 ,27,22,9,73,0,Teacher,8,2,55+,1,1,4,34,0.9,3,MBA,,,,,6,6,0,300000
C50855,COSMOS,$34 ,$18 ,$63 ,$40 ,$337 ,1,8,2,31,0,Senior Management,8,4,25-35,1,1,3,40,0.9,3,primary,,,,9,25,16,1,0
C50856,CENTAUR,$194 ,$23 ,$117 ,$50 ,$183 ,2,74,5,88,5,Director,8,3,45-55,1,1,1,49,0.7,3,primary,2,,,1,5,2,0,100000
C50857,EBONY,$75 ,$25 ,$56 ,$82 ,$180 ,1,36,10,70,8,Senior Management,8,3,25-35,0,0,5,42,0.5,4,primary,,,,4,12,8,0,110000
C50858,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Director,8,2,55+,0,0,2,30,0.8,3,primary,12,,,2,15,1,0,250000
C50859,COSMOS,$48 ,$20 ,$25 ,$40 ,$157 ,1,9,0,60,0,Magician,8,5,35-45,0,1,1,45,0.1,1,primary,1,,,6,14,7,0,80000
C50860,ODYSSEY,$522 ,$63 ,$188 ,$253 ,$628 ,16,53,11,219,8,Others,8,5,25-35,1,1,2,24,0.7,1,primary,1,,,,1,,,0
C50861,COSMOS,$291 ,$17 ,$58 ,$42 ,$616 ,5,4,6,70,1,Others,8,5,25-35,1,1,0,25,0.6,4,primary,,,,9,18,9,,0
C50862,CENTAUR,$210 ,$15 ,$88 ,$40 ,$121 ,12,0,4,40,0,Magician,8,1,45-55,0,1,4,5,0.5,3,primary,7,,3,,12,2,0,200000
C50863,CENTAUR,$160 ,$41 ,$514 ,$224 ,$351 ,21,110,12,147,10,Teacher,8,2,55+,1,0,2,34,0.7,1,MBA,2,,,1,4,1,0,300000
C50864,CENTAUR,$174 ,$17 ,$27 ,$40 ,$160 ,12,2,1,16,0,Director,8,4,55+,1,0,1,38,1,4,primary,7,2,,,9,,0,50000
C50865,CENTAUR,$21 ,$82 ,$370 ,$392 ,"$2,112 ",1,63,8,486,10,Director,8,1,25-35,0,1,3,7,0.4,2,primary,9,,2,1,12,,0,700000
C50866,CENTAUR,$10 ,$38 ,$25 ,$40 ,$448 ,0,55,0,118,0,Others,8,1,35-45,0,0,2,48,0.4,3,MBA,2,,,1,5,2,,0
C50867,CENTAUR,$48 ,$15 ,$25 ,$40 ,$204 ,1,0,0,23,0,Janitor,8,1,18-24,0,1,4,36,0.6,3,MBA,6,,,4,13,3,0,200000
C50868,CENTAUR,$70 ,$39 ,$29 ,"$1,549 ","$2,220 ",1,39,1,373,18,Others,8,2,35-45,1,0,3,40,0.8,2,primary,4,,1,,11,6,,0
C50869,TOKUGAWA,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Pilot,8,3,25-35,0,0,1,19,0.9,2,primary,,,,,1,1,0,70000
C50870,ODYSSEY,$10 ,$15 ,$28 ,$106 ,$176 ,0,1,1,61,5,Teacher,8,5,55+,0,0,1,11,0.2,2,primary,,,,,3,3,,0
C50871,CENTAUR,"$1,692 ",$20 ,$104 ,$121 ,$652 ,17,16,1,218,4,Others,8,2,35-45,1,0,2,47,0.2,3,primary,,,,,,,,0
C50872,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Doctor,8,4,45-55,1,1,1,44,0.1,4,primary,,,,3,8,5,0,144000
C50873,TOKUGAWA,$10 ,$20 ,$25 ,$49 ,$125 ,0,12,0,16,2,Consultant,8,4,35-45,1,0,4,20,0.7,3,primary,,,,3,6,3,,43665
C50874,EBONY,$85 ,$32 ,$69 ,$47 ,$244 ,1,37,1,140,1,Teacher,8,1,25-35,1,0,4,45,0.4,3,primary,,,,5,13,8,1,0
C50875,CENTAUR,"$2,259 ",$203 ,"$1,126 ",$63 ,$257 ,41,421,43,159,6,Consultant,8,1,25-35,0,1,2,16,0.7,2,primary,2,,,,2,,0,170000
C50876,CENTAUR,$10 ,$52 ,$27 ,$108 ,$449 ,0,149,1,179,3,Others,8,1,45-55,1,0,1,3,0.3,5,primary,,,,,,,,0
C50877,CENTAUR,$12 ,$19 ,$41 ,$67 ,$199 ,1,33,3,123,6,Magician,8,3,45-55,1,1,4,43,0.3,3,primary,4,,,1,5,,0,160000
C50878,CENTAUR,$593 ,$33 ,$155 ,$344 ,"$1,024 ",12,59,11,328,36,Others,8,3,55+,1,1,0,48,0.4,4,primary,,,,3,9,6,,0
C50879,COSMOS,$192 ,$17 ,$49 ,$108 ,$130 ,2,2,2,10,2,Magician,8,4,45-55,0,1,4,28,0.4,2,primary,1,,,5,9,3,0,55000
C50880,ODYSSEY,$268 ,$110 ,$388 ,$409 ,"$1,559 ",20,270,16,525,20,Others,8,2,25-35,0,0,5,7,0.9,2,primary,,,,,2,2,,0
C50881,COSMOS,$10 ,$15 ,$25 ,$133 ,$213 ,0,1,0,111,5,Director,8,1,25-35,0,0,2,9,0.3,4,primary,,,,2,8,6,,90000
C50882,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Teacher,8,4,25-35,0,0,3,46,0.5,2,primary,1,,,,1,,,55000
C50883,CENTAUR,$10 ,$15 ,$25 ,$40 ,$128 ,0,0,0,12,0,Social Worker,8,1,25-35,0,1,4,34,0.2,4,primary,15,,,1,16,,,0
C50884,COSMOS,$10 ,$17 ,$25 ,$40 ,$177 ,0,5,0,73,0,Magician,8,2,18-24,1,1,3,6,0.1,1,MBA,,,,,,,0,90000
C50885,TOKUGAWA,"$1,774 ",$18 ,$163 ,$510 ,$346 ,14,6,6,93,11,Others,8,3,35-45,0,1,0,44,0.5,4,primary,4,,2,,6,,,0
C50886,ODYSSEY,$779 ,$53 ,$465 ,$104 ,$379 ,31,40,12,170,2,Director,8,1,45-55,0,0,4,37,0.7,3,primary,2,,,,2,,,350000
C50887,COSMOS,$10 ,$15 ,$39 ,$40 ,$129 ,0,0,2,9,0,Magician,8,1,25-35,0,1,3,18,0.3,2,primary,3,,1,3,13,6,0,88900
C50888,CENTAUR,$559 ,$109 ,$150 ,$609 ,"$1,003 ",23,89,4,151,9,Director,8,2,18-24,0,0,1,10,1,5,primary,5,2,,3,10,,0,200000
C50889,CENTAUR,$227 ,$57 ,$94 ,$63 ,$433 ,5,113,6,101,2,Director,8,2,25-35,0,1,2,19,0.6,2,primary,17,,3,,21,1,0,0
C50890,CENTAUR,"$1,329 ",$26 ,$79 ,$170 ,"$3,161 ",24,35,2,359,7,Magician,8,1,45-55,0,1,2,20,0.6,5,MBA,1,,,,1,,0,96000
C50891,TOKUGAWA,$372 ,$85 ,$91 ,$111 ,$405 ,12,141,7,153,6,Doctor,8,2,55+,0,0,2,7,0.3,2,primary,3,,1,,4,,,84800
C50892,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Director,8,4,55+,1,0,0,36,0.4,2,primary,2,,,,2,,0,60000
C50893,EBONY,$10 ,$23 ,$25 ,$40 ,$223 ,0,25,0,34,0,Others,8,4,35-45,1,1,3,40,1,4,primary,4,,2,6,14,2,,0
C50894,COSMOS,$84 ,$15 ,$65 ,$44 ,$170 ,4,0,2,77,1,Consultant,8,2,35-45,0,0,1,7,1,5,primary,3,,,12,15,,0,69300
C50895,COSMOS,$10 ,$16 ,$38 ,$98 ,$148 ,0,3,5,18,3,Teacher,8,1,35-45,0,0,1,28,0.9,3,MBA,,,,8,13,5,0,80000
C50896,TOKUGAWA,"$2,996 ",$68 ,$228 ,$349 ,$340 ,18,117,6,147,14,Consultant,8,3,45-55,0,1,3,35,0.2,2,primary,4,,,,4,,0,250000
C50897,ODYSSEY,"$1,250 ",$95 ,$255 ,$111 ,$236 ,22,179,24,173,13,Others,8,2,55+,1,1,4,33,0.2,4,primary,14,,1,6,27,6,,0
C50898,COSMOS,$186 ,$20 ,$205 ,$40 ,$183 ,2,9,6,55,0,Consultant,8,5,55+,0,1,4,42,0.7,3,primary,6,,,6,14,2,,180000
C50899,ODYSSEY,$10 ,$18 ,$25 ,$43 ,$252 ,0,4,0,50,1,Others,8,1,25-35,0,0,1,19,0.5,3,primary,,,,12,25,13,,0
C50900,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Teacher,8,5,45-55,1,1,0,13,0.4,4,primary,,,,2,6,4,0,160000
C50901,TOKUGAWA,$731 ,$83 ,$394 ,$259 ,$876 ,13,138,20,145,8,Senior Management,8,2,35-45,0,1,3,27,0.7,3,MBA,,,,,,,0,1500000
C50902,CENTAUR,$74 ,$63 ,$322 ,$555 ,$432 ,3,130,11,244,30,Others,8,3,45-55,0,1,1,16,0.7,2,primary,12,,,4,17,1,,0
C50903,CENTAUR,"$1,169 ",$50 ,$105 ,$40 ,$804 ,7,24,3,123,0,Others,8,2,25-35,1,0,5,12,0.5,5,primary,9,,,4,13,,,0
C50904,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Magician,8,4,18-24,0,0,3,7,1,3,primary,,,,10,17,7,0,70000
C50905,TOKUGAWA,$10 ,$20 ,$35 ,$111 ,$177 ,0,44,2,90,15,Teacher,8,5,45-55,1,1,4,27,0.4,1,MBA,3,,1,,4,,0,85000
C50906,CENTAUR,$316 ,$24 ,$42 ,$66 ,$155 ,13,18,4,47,3,Director,8,5,18-24,0,1,2,39,0.6,3,primary,2,,,,2,,0,0
C50907,CENTAUR,$10 ,$42 ,$73 ,"$2,921 ","$2,723 ",0,118,4,357,31,Teacher,8,3,25-35,0,0,1,48,0.5,3,primary,,,,,,,0,100000
C50908,CENTAUR,$10 ,$82 ,$74 ,$40 ,"$1,450 ",1,156,3,110,0,Others,8,3,45-55,0,0,2,40,0.2,2,primary,,,,,,,,0
C50909,CENTAUR,$10 ,$16 ,$25 ,$40 ,$117 ,0,1,0,13,0,Director,8,5,18-24,0,0,4,38,0.7,3,primary,,,,4,11,7,0,0
C50910,CENTAUR,"$1,807 ",$280 ,$699 ,$473 ,"$14,036 ",64,321,25,278,20,Others,8,2,45-55,1,1,4,28,0.8,1,primary,2,,,,2,,0,0
C50911,CENTAUR,$208 ,$23 ,$228 ,$86 ,$182 ,8,18,12,27,3,Others,8,2,18-24,1,0,2,23,0.5,5,primary,4,,,,4,,,0
C50912,EBONY,$39 ,$38 ,$65 ,$186 ,$401 ,1,167,6,343,22,Others,8,4,55+,1,0,4,14,0.8,4,primary,1,,,3,6,2,,0
C50913,COSMOS,$20 ,$19 ,$25 ,$55 ,$267 ,1,13,0,229,2,Teacher,8,4,25-35,1,1,1,20,1,4,primary,1,,,1,5,3,0,150000
C50914,CENTAUR,$489 ,$17 ,$26 ,$70 ,$134 ,10,8,1,35,2,Scientist,8,1,35-45,1,0,4,42,0.7,4,primary,7,,,,7,,26,0
C50915,COSMOS,$10 ,$23 ,$25 ,$95 ,$206 ,0,34,0,125,9,Magician,8,3,35-45,1,0,4,39,0.9,3,primary,,,,1,1,,0,58000
C50916,EBONY,$14 ,$19 ,$25 ,$42 ,$168 ,1,43,0,53,1,Others,8,3,18-24,0,0,1,6,0.8,4,primary,,,,12,15,3,,0
C50917,EBONY,$132 ,$30 ,$25 ,$115 ,$350 ,2,41,0,126,5,Social Worker,8,2,35-45,0,1,4,12,0.8,4,primary,,,6,8,30,16,,0
C50918,CENTAUR,$515 ,$73 ,$115 ,$179 ,$787 ,22,76,6,103,7,Director,8,2,55+,1,0,1,6,0.7,3,MBA,,,,,,,2,0
C50919,COSMOS,$10 ,$29 ,$25 ,$59 ,$189 ,0,104,0,142,3,Teacher,8,5,55+,0,0,3,20,0.2,5,primary,,,,,,,0,65000
C50920,ODYSSEY,$10 ,$38 ,$29 ,$85 ,$454 ,0,90,2,264,7,Others,8,2,18-24,0,0,1,9,0.3,4,MBA,,,,8,21,13,,0
C50921,COSMOS,$10 ,$15 ,$25 ,$40 ,$152 ,0,0,0,19,0,Magician,8,5,25-35,1,0,3,29,0.6,4,primary,,,,1,4,3,0,60000
C50922,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Senior Management,8,1,18-24,1,0,1,37,0.1,5,primary,5,,1,7,21,8,0,120000
C50923,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Magician,8,2,35-45,0,1,5,6,0.6,3,MBA,,,,4,14,10,0,75000
C50924,ODYSSEY,$505 ,$25 ,$37 ,$44 ,$125 ,2,71,3,52,1,Magician,8,2,45-55,0,0,3,41,0.8,1,primary,,,,,,,0,87700
C50925,CENTAUR,$679 ,$67 ,"$1,773 ",$112 ,"$1,293 ",26,141,11,226,11,Others,8,1,25-35,1,1,4,3,0.3,5,primary,7,,,,7,,,0
C50926,CENTAUR,$143 ,$105 ,$877 ,$289 ,$902 ,8,124,18,212,8,Others,8,5,25-35,1,0,0,27,0.5,2,primary,3,,,,5,2,,0
C50927,CENTAUR,"$1,280 ",$18 ,$151 ,$76 ,$719 ,27,7,6,205,4,Magician,8,3,18-24,0,0,3,42,0.7,4,primary,13,,6,,21,2,0,300000
C50928,CENTAUR,$24 ,$19 ,$25 ,$42 ,$173 ,1,14,0,41,1,Director,8,2,25-35,1,1,3,39,0.6,3,primary,4,,2,1,9,2,0,0
C50929,COSMOS,$163 ,$100 ,$516 ,$433 ,"$1,424 ",4,106,9,493,4,Others,8,5,25-35,0,1,3,29,1,2,MBA,1,,,8,10,1,,0
C50930,CENTAUR,$17 ,$15 ,$25 ,$40 ,$113 ,1,0,0,8,0,Doctor,8,2,35-45,0,1,2,21,0.3,4,primary,2,3,3,1,13,4,0,0
C50931,EBONY,$68 ,$27 ,$25 ,$82 ,$124 ,1,23,0,34,4,Middle Management,8,4,25-35,0,0,0,26,0.4,3,MBA,,,,2,5,3,,250000
C50932,COSMOS,$10 ,$16 ,$25 ,$40 ,$108 ,0,2,0,11,1,Magician,8,2,25-35,0,1,1,22,0.2,2,primary,,,,5,9,4,0,57000
C50933,CENTAUR,$607 ,$22 ,$824 ,$40 ,$570 ,5,7,6,80,0,Director,8,1,25-35,1,0,3,26,0.8,3,primary,4,,,,4,,0,165000
C50934,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$122 ,0,0,0,48,0,Others,8,2,55+,0,1,4,50,0.6,3,MBA,,,,,1,1,,0
C50935,ODYSSEY,$407 ,$33 ,$166 ,$71 ,$121 ,11,81,10,38,1,Director,8,1,45-55,0,1,3,13,0.3,2,MBA,3,,,2,14,9,2,0
C50936,CENTAUR,$10 ,$15 ,$25 ,$40 ,$260 ,0,2,0,35,0,Others,8,3,18-24,1,0,2,26,0.3,4,primary,1,,,,1,,,0
C50937,CENTAUR,$282 ,$63 ,$128 ,$147 ,$382 ,6,50,7,77,3,Director,8,3,25-35,1,0,5,16,0.2,1,primary,1,,,,1,,0,240000
C50938,COSMOS,$10 ,$16 ,$29 ,$40 ,$105 ,0,1,1,3,0,Magician,8,4,25-35,0,1,1,6,0.6,5,primary,,,,3,5,2,0,109000
C50939,CENTAUR,$10 ,$135 ,$106 ,$45 ,$558 ,0,181,1,212,2,Doctor,8,4,45-55,0,0,2,45,0.4,1,MBA,,,,,,,0,700000
C50940,TOKUGAWA,$91 ,$21 ,$43 ,$129 ,$660 ,1,24,2,192,6,Others,8,5,25-35,0,0,4,35,0.1,2,primary,10,,1,,11,,,0
C50941,CENTAUR,"$2,186 ",$233 ,$421 ,$129 ,"$1,596 ",64,224,14,591,13,Doctor,8,3,55+,1,0,1,26,0.2,3,primary,7,,1,,8,,1,0
C50942,ODYSSEY,$11 ,$70 ,$943 ,$78 ,$319 ,2,26,22,52,1,Doctor,8,1,55+,0,0,3,9,0.7,1,MBA,,,,,3,3,0,1000000
C50943,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Director,8,2,25-35,0,1,3,27,0.8,3,primary,,,,,2,2,0,125000
C50944,CENTAUR,$481 ,$16 ,$420 ,$51 ,$638 ,14,1,6,33,1,Others,8,4,45-55,0,1,3,38,0.3,3,primary,3,,,,3,,,0
C50945,CENTAUR,$182 ,$31 ,$30 ,$190 ,$313 ,9,117,3,210,36,Director,8,5,45-55,0,1,3,49,0.6,2,primary,,,,,,,0,99900
C50946,CENTAUR,$180 ,$15 ,$25 ,$40 ,$115 ,1,0,0,3,0,Teacher,8,3,45-55,0,0,1,50,0.6,4,primary,14,,,1,15,,0,90000
C50947,CENTAUR,$25 ,$21 ,$25 ,$70 ,$378 ,2,7,0,88,2,Doctor,8,5,25-35,0,0,3,3,0.2,2,primary,3,,,,14,11,0,300000
C50948,CENTAUR,$801 ,$73 ,$170 ,$575 ,"$1,165 ",34,188,11,430,27,Others,8,3,45-55,1,0,4,42,0.2,3,primary,5,,1,,6,,,0
C50949,CENTAUR,$90 ,$20 ,$71 ,$49 ,$230 ,1,11,4,83,1,Director,8,3,45-55,1,0,4,8,0.8,3,MBA,1,,,1,2,,0,0
C50950,CENTAUR,"$1,720 ",$115 ,$355 ,$198 ,$599 ,36,110,22,282,12,Others,8,2,35-45,1,1,3,38,0.8,1,primary,1,,,,1,,,0
C50951,COSMOS,$10 ,$15 ,$25 ,$48 ,$104 ,0,1,0,6,1,Magician,8,3,18-24,1,1,3,35,0.4,2,primary,,,,6,10,4,0,40000
C50952,TOKUGAWA,$685 ,$30 ,$84 ,$40 ,$534 ,17,20,4,74,0,Director,8,3,45-55,1,1,1,10,0.6,2,primary,10,,2,,14,2,0,0
C50953,COSMOS,$10 ,$15 ,$25 ,$40 ,$203 ,0,0,0,124,0,Teacher,8,3,25-35,0,0,0,34,0.8,4,primary,,,,3,7,4,0,75000
C50954,COSMOS,$737 ,$27 ,$131 ,$67 ,$251 ,23,19,7,76,2,Others,8,1,55+,0,1,2,34,0.3,2,primary,,,,2,5,3,,0
C50955,CENTAUR,"$1,745 ",$38 ,$92 ,$51 ,$505 ,14,21,7,143,1,Director,8,2,55+,0,1,3,3,0.3,2,primary,5,,,2,7,,,0
C50956,COSMOS,$10 ,$15 ,$25 ,$40 ,$105 ,0,0,0,4,0,Magician,8,4,55+,0,1,4,12,0.1,4,primary,,,,2,6,4,0,70000
C50957,COSMOS,$10 ,$46 ,$30 ,$109 ,$425 ,0,126,2,283,6,Director,8,2,35-45,0,1,4,17,0.2,2,primary,,,,5,12,7,0,220000
C50958,ODYSSEY,"$2,435 ",$29 ,$682 ,$55 ,$463 ,28,73,41,108,1,Director,8,2,35-45,0,0,2,41,0.8,3,primary,,,,1,2,1,0,750000
C50959,CENTAUR,$352 ,$58 ,$61 ,$207 ,$319 ,4,121,5,180,17,Director,8,1,45-55,0,1,0,31,0.6,2,MBA,5,,1,1,7,,0,0
C50960,CENTAUR,$413 ,$28 ,$69 ,$64 ,$347 ,18,50,7,146,3,Teacher,8,3,55+,0,1,2,35,0.3,2,MBA,,,,,,,0,150000
C50961,ODYSSEY,$509 ,$32 ,$37 ,$44 ,$377 ,20,24,2,49,1,Teacher,8,2,35-45,0,0,2,41,0.1,2,primary,,,,1,7,6,0,65000
C50962,TOKUGAWA,$245 ,$54 ,$85 ,$173 ,$809 ,17,136,8,360,12,Others,8,1,45-55,1,1,4,3,0.5,5,primary,3,,1,,4,,,0
C50963,CENTAUR,$10 ,$18 ,$25 ,$40 ,$167 ,4,13,0,77,0,Director,8,4,35-45,0,0,1,46,0.6,1,MBA,15,2,1,3,21,,1,0
C50964,CENTAUR,$24 ,$18 ,$25 ,$91 ,$248 ,4,19,0,75,12,Teacher,8,4,25-35,1,1,4,3,0.3,2,primary,,,,2,2,,0,70000
C50965,CENTAUR,$759 ,$45 ,$454 ,$222 ,"$3,378 ",14,48,9,256,3,Middle Management,8,5,25-35,0,0,3,44,0.3,1,primary,7,,,,7,,1,0
C50966,CENTAUR,$153 ,$37 ,$118 ,$485 ,$505 ,1,47,4,287,41,Magician,8,4,35-45,1,1,3,42,0.4,3,MBA,,,,1,5,4,0,319000
C50967,TOKUGAWA,$580 ,$43 ,$423 ,$349 ,"$3,409 ",5,24,9,285,11,Others,8,3,35-45,0,0,2,40,0.8,4,primary,9,,,,9,,,0
C50968,CENTAUR,$12 ,$25 ,$75 ,$81 ,$304 ,1,52,7,120,3,Others,8,4,45-55,1,1,4,8,0.2,4,primary,4,,,1,5,,,0
C50969,TOKUGAWA,$10 ,$50 ,$25 ,$216 ,$446 ,0,119,0,354,28,Others,8,4,45-55,1,0,1,4,0.6,1,primary,1,,,,1,,,0
C50970,COSMOS,$224 ,$29 ,$25 ,$40 ,$293 ,2,42,0,78,0,Teacher,8,4,25-35,1,0,5,27,0.1,2,primary,,,,1,10,9,0,110000
C50971,COSMOS,$10 ,$15 ,$66 ,$40 ,$130 ,0,0,3,35,0,Teacher,8,4,18-24,1,0,1,2,0.3,4,MBA,,,,2,4,2,,45000
C50972,ODYSSEY,$10 ,$23 ,$25 ,$41 ,"$1,191 ",0,6,0,200,1,Others,8,1,45-55,0,0,1,45,0.3,3,primary,3,,,2,7,2,,0
C50973,CENTAUR,$493 ,$124 ,$263 ,$92 ,$838 ,23,196,18,342,5,Magician,8,4,35-45,0,1,3,39,0.9,1,primary,,,,,,,0,300000
C50974,TOKUGAWA,$32 ,$76 ,$71 ,$422 ,$366 ,5,511,12,341,48,Senior Management,8,3,45-55,0,0,5,45,0.2,1,primary,,,,1,4,3,1,0
C50975,CENTAUR,$23 ,$44 ,$89 ,$262 ,"$1,165 ",4,77,4,58,2,Magician,8,3,25-35,1,0,1,24,0.8,4,primary,6,,,5,11,,0,550000
C50976,COSMOS,$14 ,$15 ,$242 ,"$6,120 ",$411 ,1,4,3,30,10,Others,8,3,25-35,0,1,3,18,0.9,1,MBA,,,,12,33,21,,0
C50977,CENTAUR,$250 ,$21 ,$198 ,$49 ,$118 ,5,7,7,19,1,Consultant,8,3,35-45,1,1,2,24,1,2,primary,2,,1,,3,,0,200000
C50978,COSMOS,$10 ,$19 ,$25 ,$40 ,$161 ,0,11,0,72,3,Director,8,4,45-55,0,1,4,18,0.5,4,primary,,,,7,7,,,45000
C50979,TOKUGAWA,"$2,174 ",$86 ,$376 ,$126 ,$719 ,30,246,25,496,17,Others,8,4,18-24,0,1,5,32,0.7,4,primary,3,,,3,13,7,,0
C50980,CENTAUR,$146 ,$304 ,"$1,309 ",$209 ,"$1,720 ",9,171,26,257,11,Consultant,8,3,45-55,1,0,0,38,0.6,2,primary,12,,,2,14,,0,400000
C50981,EBONY,$10 ,$15 ,$25 ,$40 ,$138 ,0,2,0,9,0,Teacher,8,3,25-35,1,1,1,34,0.5,4,primary,,,,3,5,2,0,85000
C50982,ODYSSEY,$112 ,$18 ,$25 ,$119 ,$152 ,2,18,0,60,17,Others,8,3,35-45,0,0,4,41,0.7,4,primary,,,,,,,,0
C50983,CENTAUR,$645 ,$42 ,$154 ,$250 ,$385 ,2,29,6,25,1,Teacher,8,2,45-55,0,0,0,5,1,3,primary,,,,,,,0,500000
C50984,CENTAUR,$180 ,$39 ,$25 ,$64 ,$254 ,8,132,1,201,5,Social Worker,8,5,18-24,0,0,0,25,0.4,4,primary,1,,,,1,,,0
C50985,ODYSSEY,$150 ,$18 ,$26 ,$65 ,$246 ,12,12,1,107,3,Others,8,2,25-35,1,1,0,49,0.1,2,MBA,,,,5,8,3,,0
C50986,ODYSSEY,$10 ,$44 ,$62 ,$144 ,$189 ,1,76,7,74,10,Others,8,4,45-55,0,1,3,39,0.2,3,primary,,,,2,4,2,,0
C50987,COSMOS,$10 ,$15 ,$70 ,$95 ,$312 ,0,0,1,43,2,Senior Management,8,4,25-35,0,1,3,9,1,4,primary,,,,4,13,9,,130000
C50988,CENTAUR,$247 ,$84 ,$112 ,$125 ,$484 ,8,165,5,146,9,Others,8,1,55+,1,0,5,21,0.7,3,primary,4,,,,4,,,0
C50989,COSMOS,$319 ,$24 ,$63 ,$151 ,$810 ,3,84,1,226,9,Others,8,2,55+,0,1,3,36,1,3,primary,,,,,,,,0
C50990,CENTAUR,$390 ,$43 ,$486 ,$330 ,$683 ,9,67,12,234,9,Others,8,2,18-24,0,1,2,19,0.2,3,primary,5,,,,5,,,0
C50991,EBONY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,8,3,45-55,0,1,2,39,1,3,primary,1,,,,1,,,0
C50992,CENTAUR,$96 ,$19 ,$83 ,$63 ,$202 ,4,5,5,64,5,Consultant,8,2,45-55,1,1,4,27,0.8,4,primary,1,,,7,11,3,0,125000
